no,raw_tweet,clean_tweets,sentiment_label,,,Kolum,Deskripsi,
646,"suka kesel sama diri sendiri, udah tau anaknya kepo-an masih maksa nonton drama yg masih on going:) yaudah deh.........","['suka kesal sama diri sendiri, sudah tahu anaknya kepo-an masih paksa nonton drama yang masih berlanjut :) yaudah deh.']",isi ini,,,,,
647,I'm not a Saint coz I'm a real person and this ia a genuine account..Saat ini sy jualan kavling tanah menggunakan prinsip syariah,['saya bukan malaikat karena saya manusia asli dan ini akun asli. saat ini saya jualan kaveling tanah menggunakan prinsip syariah'],isi ini,,,,,
648,well yg lain pada mainan saham apa daya gue cuma bisa maen hago :(,['baik yang lain pada mainan saham apa daya saya cuma bisa main hago :('],isi ini,,,,,
649,"Tapi siapa pun nanti paslon yg terpilih, hidup ga bakal berubah kalo bukan diri kita sendiri yg mengusahakan nya dan tentunya dengan bimbingan Tuhan. Well, back to work...","['tapi siapa pun nanti paslon yg terpilih, hidup tidak bakal berubah kalau bukan diri kita sendiri yang mengusahakannya dan tentunya dengan bimbingan tuhan. baik, kembali kerja.']",isi ini,,,,,
650,Saya main game hentai pun hingga sekarang tidak menjadi sex predator. Well said @SyedSaddiq ! It's all about self-control! https://t.co/BY4aT9yjCF,['saya main permainan hentai pun hingga sekarang tidak menjadi predator seks. dikatakan dengan baik @SyedSaddiq ! ini semua tentang kontrol diri! https://t.co/BY4aT9yjCF'],isi ini,,,,,
651,"Yang dibutuhkan saat ini adalah tindakan kita bersama untuk stop hate speech baik itu berkaitan SARA and stop bullying or trolling, shitposting whatsoever. It's not cool. You never know when the nightmare comes. Mulailah perhatian terhadap orang-orang disekitarmu.","['yang dibutuhkan saat ini adalah tindakan kita bersama untuk berhenti kebencian baik itu berkaitan sara and berhenti bullying atau trolling, shitposting apa pun. itu tidak keren. kamu tidak pernah tahu kapan mimpi buruk itu datang. mulailah perhatian terhadap orang-orang disekitarmu.']",isi ini,,,,,
652,Menjadi Seorang Data Scientist? Why Not? https://t.co/azI7e1gMBM,['menjadi seorang data scientist? kenapa tidak? https://t.co/azI7e1gMBM'],isi ini,,,,,
653,"Semenjak ditelpon Contact Center Telkomsel buat pindah ke kartu Halo dan menolak, jaringan malah makin lambat. Ada something nih keknya.","['semenjak ditelpon contact center telkomsel buat pindah ke kartu halo dan menolak, jaringan malah makin lambat. ada sesuatu nih sepertinya.']",isi ini,,,,,
654,Makasih semua just hit 1 Million  folls on insta specially Abqars! love u guys so much https://t.co/PU8DqY2sK3,['makasih semua baru mendapatkan 1 juta folls di insta khususnya abqars! sangat mencintaimu kawan https://t.co/PU8DqY2sK3'],isi ini,,,,,
655,When aku denger lagu bangtan AUTO JOGET BGST.#TwitterBestFandom #TeamBTS #SoompiAwards https://t.co/fFmuvbjlZT,['ketika aku dengar lagu bangtan otomatis joget bangsat. #TwitterBestFandom #TeamBTS #SoompiAwards https://t.co/fFmuvbjlZT'],isi ini,,,,,
656,"well, sekarang banyak yg percaya sama the power of ""terbiasa""","['baik, sekarang banyak yang percaya sama kekuatan ""terbiasa""']",isi ini,,,,,
657,"Fase umur skr ditanya masalah: kapan nikah?.Well, I don't give a shit abt marriage. I just wanna be happy. I told to my parents like that, and ofc, the answer was: bahagia ortu lebih lengkap bisa liat cucu pas kita masih sehat..Well, kayanya ku harus adopsi anak asap..","['fase umur sekarang ditanya masalah: kapan nikah?. baik, saya tidak peduli dengan pernikahan. saya hanya ingin senang. saya mengatakan kepada orang tua saya seperti itu, dan tentu saja, jawabannya adalah: bahagia ortu lebih lengkap bisa lihat cucu pas kita masih sehat. baik, sepertinya ku harus adopsi anak segera.']",isi ini,,,,,
658,"Karena ya emg di peak season, workload nambah dan harus di kerjain dalam kurun waktu yg singkat (bgt). Contoh, dapet task nya sore + banyak, harus selesai besok siangnya. Ya emg udh dpt deadline dr sana nya begitu & it doesnt mean that my workload is not well-managed","['karena ya emang di musim puncak, beban kerja tambah dan harus dikerjain dalam kurun waktu yang singkat ( sangat ). contoh, dapat tugas nya sore + banyak, harus selesai besok siangnya. ya emang sudah dapat batas waktu dari sana nya begitu & itu tidak berarti bahwa beban kerja saya tidak dikelola dengan baik']",isi ini,,,,,
659,"@frieskaJKT48 Well, same here hehe.. Kdg suka begitu","['@frieskaJKT48 baik, sama hehe. kadang suka begitu']",isi ini,,,,,
660,"@CindyH_JKT48 sudah siap2 istirahat kah? Hari yg menyenangkan nih, well tak lupa ya rasa syukurnya selalu  naw segera istirahat gih esok show 1 ada apa ya  good night","['@CindyH_JKT48 sudah siap-siap istirahat kah? hari yang menyenangkan nih, baik tak lupa ya rasa syukurnya selalu naw segera istirahat gih esok pertunjukan 1 ada apa ya selamat malam']",isi ini,,,,,
661,"@mrggretha CAYANG BANGEEET, KAMU KENAPA.GET WELL SOON YA!..kerja jangan capek capek harus inget kesehatan, love","['@mrggretha sayang sangat, kamu kenapa. semoga cepat sembuh ya!. kerja jangan capai-capai harus ingat kesehatan, cinta']",isi ini,,,,,
662,"Sekelas kita cuma bisa bilang "" begitu doang ''.-.Not elegance moment but we keep enjoy event! Because we are the host  di Jl Gurame Pasar Minggu ,jakarta selatan https://t.co/nOSjtsz5TI","['sekelas kita cuma bisa bilang "" begitu doang \'.-. bukan momen elegan tapi kami terus menikmati acara! karena kita adalah tuan rumahnya di jl gurame pasar minggu, jakarta selatan https://t.co/nOSjtsz5TI']",isi ini,,,,,
663,"ngupdate ""masi aja nyindir orang di status"".well, kadang memang otak, hati mulut, tangan ga sikron. ato memang ga ada otak?","['ngupdate ""masih saja sindir orang di status"". baikk, kadang memang otak, hati mulut, tangan tidak sinkron. atau memang tidak ada otak?']",isi ini,,,,,
664,"Minjemin duit ke orang yg punya rumah seharga 900jt, mobil ada 3biji motor 2 biji, pas ditagih belom dpt uangnya? Well helloooo aset lo motor kasih gue aje mas broo.. gimana?","['minjemin duit ke orang yang punya rumah seharga 900jt, mobil ada 3 biji motor 2 biji, pas ditagih belum dapat uangnya? baik halo aset kamu motor kasih saya saja mas broo. gimana?']",isi ini,,,,,
665,@FanyaAghniya Aaaaaaa oiyaa udh tahun terakhir yaaa. Semangat yah fan I hope things are going well,['@FanyaAghniya aa oiyaa sudah tahun terakhir ya. semangat yah fan saya harap semuanya berjalan dengan baik'],isi ini,,,,,
666,"Well, gue belum tau mau milih Capres 1 / 2. Tapi gue ngerasa kayaknya Capres 2 bakal menang.","['baik, saya belum tahu mau milih capres 1/2. tapi saya merasa sepertinya capres 2 bakal menang.']",isi ini,,,,,
667,@devyamh ya tandanya dia bokek or something lah wkwk,['@devyamh ya tandanya dia bokek atau sesuatu lah wkwk'],isi ini,,,,,
668,@istrikusemok Kapan bisa 3 some sama kalian hehe,['@istrikusemok kapan bisa 3 some sama kalian hehe'],isi ini,,,,,
669,"Back in the days dimana hoax masih kenceng2nya di percaya segala kalangan. ""Lagu Pemanggil Setan"" https://t.co/DNldZCPp6T","['kembali ke masa lalu di mana hoax masih kencang-kencangnya di percaya segala kalangan. "" lagu pemanggil setan "" https://t.co/DNldZCPp6T']",isi ini,,,,,
670,@maksiyat Kerjaan banget yaa tengah malem gitu..Btw get well soon yaaaa,['@maksiyat kerjaan sangat ya tengah malam begitu. btw semoga cepat sembuh ya'],isi ini,,,,,
671,Klien super baik pingsan krn kelelahan akutu gabisa diginiin. Get well soon mas,['klien super baik pingsan karena kelelahan akutu tidak bisa diginiin. semoga cepat sembuh mas'],isi ini,,,,,
672,"Well, ketika semua org menyalahkan gue. Ya gue gak bisa apa apa. Padahal lo cuma liat luarnya aja. Tapi langsung ngejudge. Mending gue tarik napas yang panjang aja deh.......... Huft","['baik, ketika semua orang menyalahkan saya. ya saya tidak bisa apa-apa. padahal kamu cuma lihat luarnya aja. tapi langsung ngehakimi. mending saya tarik napas yang panjang saja deh. huft']",isi ini,,,,,
673,"@sandiuno @AgusYudhoyono Bang Sandi saya hanya mau mengingatkan bahwa debat malam nanti, Bang Sandi menghadapi seorang politisi dan bukan ketua MUI yang kiyai. Do not make your supporters be dissapointed!","['@sandiuno @AgusYudhoyono bang sandi saya hanya mau mengingatkan bahwa debat malam nanti, bang sandi menghadapi seorang politisi dan bukan ketua mui yang kiyai. jangan membuat supporter kamu kecewa!']",isi ini,,,,,
674,"I've learned something. Di balik ungkapan seseorang ""Ah, udah biasa itu mah."" tersimpan ""Well, I'm done.""","['saya mempelajari sesuatu. di balik ungkapan seseorang "" ah, sudah biasa itu mah."" tersimpan "" baik, saya selesai. ""']",isi ini,,,,,
675,"@pxchye Entahlah, menurut gue setiap individu punya kemampuan intelektual yang berbeda-beda dan nggak bisa diukur dengan satu quantified standard yang sama. Just because a person isn't good at math, does not mean they're stupid per se. Tapi sistem pendidikan yang sekarang kayak gitu kan?","['@pxchye entahlah, menurut saya setiap individu punya kemampuan intelektual yang berbeda-beda dan tidak bisa diukur dengan satu standar kuantitatif yang sama. hanya karena seorang tidak bagus di matematika, tidak berarti mereka bodoh. tapi sistem pendidikan yang sekarang seperti begitu kan?']",isi ini,,,,,
676,"@aMrazing well, just tryna be honest sih...hehe..drpd maksa bilang ""i knew it, amber dr dulu mencurigakan!"" kayak yang lagi rame","['@aMrazing baik, hanya mencoba jujur. hehe. daripada maksa bilang "" saya tahu, amber dari dulu mencurigakan! "" seperti yang lagi ramai']",isi ini,,,,,
677,"Well gapapa dah gagal jadi anak keamanan, yg penting skrg bisa ikut sekdan ~~","['baik tidak apa-apa dah gagal jadi anak keamanan, yang penting sekarang bisa ikut sekdan ~']",isi ini,,,,,
678,@soniaJKT48 mungkin badannya mmg lagi butuh istirahat.hope you are well .siap 2 hari berturutturut zumba lagii,['@soniaJKT48 mungkin badannya memang lagi butuh istirahat. semoga kamu baik-baik saja. siap 2 hari berturut-turut zumba lagi'],isi ini,,,,,
679,"@erin_dr I noticed! Bagus suaranya ..Seru kok, akhirnya (well sejak 2017 sih) ngerekam podcast gak sulit-sulit amat hoho","['@erin_dr saya perhatikan! bagus suaranya. seru kok, akhirnya ( baik sejak 2017 sih ) merekam podcast tidak sulit-sulit amat hoho']",isi ini,,,,,
680,"Not good, not good.. Maag gue selalu kambuh sejak kerja di sini.. Setres","['tidak baik, tidak baik. maag saya selalu kambuh sejak kerja di sini. stres']",isi ini,,,,,
681,"Dari semalem tau lagi emosi mau buka IG ga bisa, mau hapus something di FB doi ga bisa, ditambah Whatsapp mau kirim gambar susah nemen. Parah  #instagramdown #facebookdown","['dari semalam tahu lagi emosi mau buka ig tidak bisa, mau hapus sesuatu di fb doi tidak bisa, ditambah whatsapp mau kirim gambar susah nemen. parah #instagramdown #facebookdown']",isi ini,,,,,
682,"Baru sempet nerusin unpacking lg, a variety of tupiem related pouches lol https://t.co/NRUul3SmoM","['baru sempat nerusin membuka lagi, variasi kantong terkait tupiem lol https://t.co/NRUul3SmoM']",isi ini,,,,,
683,"Lu bilang sayang sm gw. Tapi lu milih pergi sama dia. So, which one should I believe?","['kamu bilang sayang sama saya. tapi kamu memilih pergi sama dia. jadi, yang mana yang harus saya percaya?']",isi ini,,,,,
684,I'm Back.. *sukalupapunyatweeter,['saya kembali. *sukalupapunyatweeter'],isi ini,,,,,
685,@GrahaRaya_ Duh chelsea fav. Tapi lagi down. Anjiiir apalagi klo hazar out dari chelsea,['@GrahaRaya_ duh chelsea favorit. tapi lagi jatuh. anjir apalagi kalau hazar keluar dari chelsea'],isi ini,,,,,
686,@asamglutamat Ok SALAH ..Falling in love with people we can't have ..Ketinggalan t nya wkwkwk,['@asamglutamat oke salah. jatuh cinta kepada orang yang tidak bisa kita miliki. ketinggalan t nya wkwkwk'],isi ini,,,,,
687,@sintakayaknya Cara Classic wkek,['@sintakayaknya cara klasik wkek'],isi ini,,,,,
688,"Kesimpulan hidup sampai hari ini: very unpredictable and unexpected. Makanya jangan percaya sama fortune teller, no one knows whats gonna happen next","['kesimpulan hidup sampai hari ini: sangat tidak dapat diprediksi dan tak terduga. makanya jangan percaya sama peramal, tidak ada yang tahu apa yang terjadi selanjutnya']",isi ini,,,,,
689,"@womanfeeds Aamiin aamiin yaAllah, Allah suka bgt sama org yg berusaha dan berserah diri. You did well! Kamu pasti bisa nder, percaya sama diri kamu sendiri itu kuncinya. Kalo seandainya belum rezeki kamu tenangggg msh banyak jalan yg bagus utk dilalui, semangattt","['@womanfeeds amin amin ya allah, allah suka sangat sama orang yang berusaha dan berserah diri. kamu melakukannya dengan baik! kamu pasti bisa nder, percaya sama diri kamu sendiri itu kuncinya. kalau seandainya belum rezeki kamu tenang masih banyak jalan yang bagus untuk dilalui, semangat']",isi ini,,,,,
690,@F_RifaJKT48 well done dek ^^ naw mumpung ada waktu jalan2 dulu sabi si,['@F_RifaJKT48 bagus dek ^^ naw mumpung ada waktu jalan-jalan dulu bisa si'],isi ini,,,,,
691,[@cantitachril] i also have a surprise for you tonight! kira kira surprise nya apa hayooooooooooooooo?,['[@cantitachril] saya juga memiliki kejutan untuk kamu malam ini! kira kira kejutan nya apa hayoo?'],isi ini,,,,,
692,@reshianecr Well said.. semua tau siapa yg salah kok  tetaaap semangaaaat,['@reshianecr dikatakan dengan baik. semua tau siapa yang salah kok tetap semangat'],isi ini,,,,,
693,shout-out to all my Juventini friend.. well deserved.. semoga tim kita bertemu lagi.. #JuveAtleti #ManUtd  #Juventus,['berteriak kepada semua teman juventini saya. sangat layak. semoga tim kita bertemu lagi. #JuveAtleti #ManUtd  #Juventus'],isi ini,,,,,
694,"Tiba2 semester enam-ku dipenuhi dengan tawaran social project,..Dan anehnya saya sangat bersemangat dengan adanya project ini padahal blm tentu kepilih..Oh, i hope this ends well","['tiba-tiba semester enam-ku dipenuhi dengan tawaran proyek sosial,. dan anehnya saya sangat bersemangat dengan adanya proyek ini padahal belum tentu kepilih. oh, saya harap ini berakhir dengan baik']",isi ini,,,,,
695,"@rianernesto @sandiuno Jauh sebelum itu, mnrt saya pencegahan jauuuh lbh penting. Well, i dont know, tp hrsnya bpjs pnya dana utk peningkatan kualitas kesehatan masyarakat, tetang kesadaran utk beraktivitas sht, makan sht, krja sht n aman, dll. Krn sbnrnya penyakit health insurance ya tingginya nilai..","['@rianernesto @sandiuno jauh sebelum itu, menurut saya pencegahan jauh lebih penting. baik, saya tidak tahu, tapi harusnya bpjs punya dana untuk peningkatan kualitas kesehatan masyarakat, tetang kesadaran untuk beraktivitas sht, makan sht, kerja sht dan aman, dll. karena sebenarnya penyakit asuransi kesehatan ya tingginya nilai.']",isi ini,,,,,
696,@tubirfess some of us kali lebih tepatnya. soalnya temen2 gue baik2 aja sama gue tetep main ngajak makan bareng2,['@tubirfess beberapa dari kita kali lebih tepatnya. soalnya teman-teman saya baik-baik saja sama saya tetap main ngajak makan bareng-bareng'],isi ini,,,,,
697,"Gitu dong.. berani .Gue sih berani2 aja jadi penanggung jawab, tapi gue mau sebar dulu ke anak cowonya, siapa yg berani. Ketua angkatan no reponse dr awal ditanya. Yang tertua jg nggak bisa ngasih jawaban. So, I was really glad when you gave ""yaudah"" answer.","['begitu dong. berani . saya sih berani-berani saja jadi penanggung jawab, tapi saya mau sebar dulu ke anak cowoknya, siapa yg berani. ketua angkatan tidak respon dari awal ditanya. yang tertua juga tidak bisa kasih jawaban. jadi, saya sangat senang ketika kamu memberi ""yaudah"" jawaban.']",isi ini,,,,,
698,we're not that close untuk pergi bareng. baru kenal brapa lama aja udah ngajak2 pergi. gak suka banget woiii. udah gitu ngebet banget pula,['kita tidak sedekat itu untuk pergi bareng. baru kenal berapa lama saja udah ajak-ajak pergi. tidak suka sangat woii. sudah begitu ngebet sangat pula'],isi ini,,,,,
699,@ddaenggi00 EH BENER DIA TUH ADA something sama aq,['@ddaenggi00 eh benar dia tuh ada sesuatu sama aku'],isi ini,,,,,
700,dulu tuh ya galery ampe penuh sama foto foto HD dari twitter,['dulu tuh ya galeri sampai penuh sama foto-foto hd dari twitter'],isi ini,,,,,
701,Thats why selalu males ke CS bank. Maunya cuma ganti kartu/ buka m-banking malah ditawarin unitlink ini itu https://t.co/4AD7Pl2kQA,['karena itu selalu malas ke cs bank. maunya cuma ganti kartu / buka m-banking malah ditawarin unitlink ini itu https://t.co/4AD7Pl2kQA'],isi ini,,,,,
702,"@nctconfess STOP panggil dia buluk! Pliss lahh... Seganteng ini pada panggil dia buluk lah, malika lah, hellaw. Where's your eyes? his talented boy https://t.co/T3CJiJn17A","['@nctconfess berhenti panggil dia buluk! tolong lah. seganteng ini pada panggil dia buluk lah, malika lah, hello. di mana mata kalian? anak lelaki berbakat https://t.co/T3CJiJn17A']",isi ini,,,,,
703,sekarang baca konten tumblr kok can't relate yaaaaa,['sekarang baca konten tumblr kok tidak bisa dihubungkan ya'],isi ini,,,,,
